id,titulo,sala,fecha,hora,edad,vestimenta,direccion,link_compra_rrpp,imagen,descripcion
https://www.fourvenues.com/es/nextplan/events/E3X4,Baile Europa ⚽️🇪🇸 FINAL DEL MUNDIAL,Cristo Social Club ,2026-07-19,19:00,+18,Smart / Arreglado,"Calle de Juan Bravo, 35, Salamanca, 28006 Madrid, España",https://www.fourvenues.com/es/nextplan/events/E3X4,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/beacabda-9fc9-46dd-d436-cca3116a2500/w=1350,"No te pierdas Baile Europa ⚽️🇪🇸 FINAL DEL MUNDIAL en CrisTo Social Club. Vive una noche épica este Dom, 19 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/U6Z8,PERRAERA FINAL MUNDIAL ⚽️🇪🇸🇦🇷,Cristo Social Club ,2026-07-19,19:00,+18,Smart / Arreglado,"Calle de Juan Bravo, 35, Salamanca, 28006 Madrid, España",https://www.fourvenues.com/es/nextplan/events/U6Z8,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/4a7eec66-0605-4d1e-4a24-1a5fc7645900/w=1350,"No te pierdas PERRAERA FINAL MUNDIAL ⚽️🇪🇸🇦🇷 en CrisTo Social Club. Vive una noche épica este Dom, 19 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/DEI2,FINAL MUNDIAL  PARTIDO ARGENTINA-ESPAÑA,DISCOTECA CATS,2026-07-19,19:30,+18,Smart / Arreglado,"Calle Julián Romea, 4, 28003 Madrid (Madrid), España",https://www.fourvenues.com/es/nextplan/events/DEI2,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/1528c61e-b371-461f-a344-e6a797f2e700/w=1350,"No te pierdas FINAL MUNDIAL  PARTIDO ARGENTINA-ESPAÑA en CATS MADRID. Vive una noche épica este Dom, 19 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/W2GH,WATCH PARTY FINAL  AT SAINT 🇪🇸,SAINT CLUB,2026-07-19,19:30,+18,Smart / Arreglado,"Calle Velázquez, 64, Salamanca, 28001 Madrid, España",https://www.fourvenues.com/es/nextplan/events/W2GH,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/2e04433f-9fa9-45bb-3eab-ca6df9433500/w=1350,"No te pierdas WATCH PARTY FINAL  AT SAINT 🇪🇸 en SAINT CLUB. Vive una noche épica este Dom, 19 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/281S,La Final con la Scaloneta 🇦🇷,Rubicon,2026-07-19,20:00,+18,Smart / Arreglado,"C. del Cid, 7, Salamanca, 28001 Madrid, España",https://www.fourvenues.com/es/nextplan/events/281S,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/31a018af-b90b-469c-99f2-ece261559200/w=1350,"No te pierdas La Final con la Scaloneta 🇦🇷 en MADRID NO DESCANSA. Vive una noche épica este Dom, 19 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/R0FM,FINAL DOMINGO 19 ESPAÑA,Terraza del Hipódromo ,2026-07-19,20:00,+18,Smart / Arreglado,"Av. Padre Huidobro, S/N, A6 KM 8, 28023 Madrid, España",https://www.fourvenues.com/es/nextplan/events/R0FM,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/7e308ce4-fa65-4905-37eb-b9315c10b200/w=1350,"No te pierdas FINAL DOMINGO 19 ESPAÑA en Los Jardines del Hipodromo. Vive una noche épica este Dom, 19 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/VVEZ,España vs Argentina + POST-PARTY hasta las 05:30 AM,MARVEL MADRID,2026-07-19,20:00,+18,Smart / Arreglado,"C. de Joaquín Costa, 27, 28002 Madrid, España",https://www.fourvenues.com/es/nextplan/events/VVEZ,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/a15a3dbc-2bef-4284-096b-8eb6cf541200/w=1350,"No te pierdas España vs Argentina + POST-PARTY hasta las 05:30 AM en DISCOTECA MARVEL. Vive una noche épica este Dom, 19 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/N07L,España vs Argentina – Final del Mundial 2026 en Pantalla Gigante | B12 Madrid,Discoteca B12 Madrid,2026-07-19,20:30,+18,Smart / Arreglado,"C. de Joaquín Costa, 27, 28002 Madrid, España",https://www.fourvenues.com/es/nextplan/events/N07L,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/a41ab031-5411-4dec-0a97-d198914cac00/w=1350,"No te pierdas España vs Argentina – Final del Mundial 2026 en Pantalla Gigante | B12 Madrid en B12 Madrid. Vive una noche épica este Dom, 19 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/TCYI,DOMINGO,Discoteca Manama,2026-07-19,22:30,+18,Smart / Arreglado,"C. de Barcelona, 14, 28012 Madrid, España",https://www.fourvenues.com/es/nextplan/events/TCYI,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/06cb36d6-dc72-41e4-75ac-3ba6e0950b00/w=1350,"No te pierdas DOMINGO en Manama Disco. Vive una noche épica este Dom, 19 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/8WVM,"COPAS A 3,5€",BLUE CLUB,2026-07-19,23:00,+18,Smart / Arreglado,"C. de Orense, 12, Tetuán, 28020 Madrid, España",https://www.fourvenues.com/es/nextplan/events/8WVM,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/92df7ab8-6b84-420f-a788-82dbb9034d00/w=1350,"No te pierdas COPAS A 3,5€ en BLUE CLUB. Vive una noche épica este Dom, 19 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/20TI,AFTERPARTY FINAL ESPAÑA,Vandido,2026-07-20,00:00,+18,Smart / Arreglado,"Calle de Goya, 79, 28001 Madrid (Madrid), España",https://www.fourvenues.com/es/nextplan/events/20TI,https://d72sklgi05fbu.cloudfront.net/images/venues/cover/sm_el6dy69980ry7019j1uqze3e3yaZ8I1E.jpeg?versionId=5pguOH3o7bqZJPfEFT7nu5G04XGarnqs,"No te pierdas AFTERPARTY FINAL ESPAÑA en VANDIDO. Vive una noche épica este Dom, 19 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/NLF7,FINAL DEL MUNDIAL ⚽️ 🇪🇸🇦🇷| BELLAQUEO LAB,Cristo Social Club ,2026-07-20,00:00,+18,Smart / Arreglado,"Calle de Juan Bravo, 35, Salamanca, 28006 Madrid, España",https://www.fourvenues.com/es/nextplan/events/NLF7,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/12338b94-68f6-47d4-965a-b320867e3200/w=1350,"No te pierdas FINAL DEL MUNDIAL ⚽️ 🇪🇸🇦🇷| BELLAQUEO LAB en CrisTo Social Club. Vive una noche épica este Dom, 19 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/QH70,DOMINGO,Nazca Club,2026-07-20,00:00,+18,Smart / Arreglado,"C. de Orense, 24, 28020 Madrid, España",https://www.fourvenues.com/es/nextplan/events/QH70,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/7766c9d7-cebc-4d46-8959-2e53b7b56600/w=1350,"No te pierdas DOMINGO en Nazca Club. Vive una noche épica este Dom, 19 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/IXHG,SUNDAY'S at Tiffany's The Club,Tiffany's The Club,2026-07-20,00:00,+18,Smart / Arreglado,"Av. del Dr. Arce, 10, 28002 Madrid, España",https://www.fourvenues.com/es/nextplan/events/IXHG,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/ca2964ea-ebee-48f4-4b26-3ff4a5143100/w=1350,"No te pierdas SUNDAY'S at Tiffany's The Club en TIFFANY'S THE CLUB. Vive una noche épica este Dom, 19 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/3RDK,SALA DE DESPECHO by Madrid No Descansa ,SALA DE DESPECHO.,2026-07-20,19:00,+18,Smart / Arreglado,"P.º de Recoletos, 18, Salamanca, 28004 Madrid, España",https://www.fourvenues.com/es/nextplan/events/3RDK,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/0e31f0c3-a3b4-427a-d1ba-c1ee008d0000/w=1350,"No te pierdas SALA DE DESPECHO by Madrid No Descansa  en MADRID NO DESCANSA. Vive una noche épica este Lun, 20 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/65FP,LUNES,Discoteca Manama,2026-07-20,22:30,+18,Smart / Arreglado,"C. de Barcelona, 14, 28012 Madrid, España",https://www.fourvenues.com/es/nextplan/events/65FP,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/68fd84bc-2636-4ec3-d194-757682c57400/w=1350,"No te pierdas LUNES en Manama Disco. Vive una noche épica este Lun, 20 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/SCLP,Fucking Monday,Shoko Madrid,2026-07-20,23:30,+18,Smart / Arreglado,"C. de Toledo, 86, Centro, 28005 Madrid, España",https://www.fourvenues.com/es/nextplan/events/SCLP,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/c8c80158-b780-48e2-3ffe-109b3f86df00/w=1350,"No te pierdas Fucking Monday en Shôko Madrid. Vive una noche épica este Lun, 20 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/3IAS,FITZ x One World Airlines by ESN - FULL MOON,Fitz Club,2026-07-21,00:00,+18,Smart / Arreglado,"C. de la Princesa, 1, 28008 Madrid, España",https://www.fourvenues.com/es/nextplan/events/3IAS,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/128ed12f-b760-45fd-b2ae-b9b1615f9400/w=1350,"No te pierdas FITZ x One World Airlines by ESN - FULL MOON en Fitz Madrid. Vive una noche épica este Lun, 20 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/G3LO,SUMMER CANDY AT TIFFANY’S,Tiffany's The Club,2026-07-21,00:00,+18,Smart / Arreglado,"Av. del Dr. Arce, 10, 28002 Madrid, España",https://www.fourvenues.com/es/nextplan/events/G3LO,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/f0ee35da-535b-4a5b-dada-5de004893400/w=1350,"No te pierdas SUMMER CANDY AT TIFFANY’S en TIFFANY'S THE CLUB. Vive una noche épica este Lun, 20 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/215I,MARTES,Discoteca Manama,2026-07-21,22:30,+18,Smart / Arreglado,"C. de Barcelona, 14, 28012 Madrid, España",https://www.fourvenues.com/es/nextplan/events/215I,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/657a1098-8752-4043-560a-c34acc6d6e00/w=1350,"No te pierdas MARTES en Manama Disco. Vive una noche épica este Mar, 21 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/GAKA,DESEO X NAZCA CLUB,DESEO,2026-07-21,23:45,+18,Smart / Arreglado,"C. de Orense, 24, 28020 Madrid, España",https://www.fourvenues.com/es/nextplan/events/GAKA,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/12f56d19-f41e-4043-9daa-dbe791553000/w=1350,"No te pierdas DESEO X NAZCA CLUB en DESEO. Vive una noche épica este Mar, 21 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
https://www.fourvenues.com/es/nextplan/events/ZBZ0,TUESDAYS SLVJ x 511,SLVJ,2026-07-21,23:45,+18,Smart / Arreglado,"C. de Velázquez, 62, 28001 Madrid, España",https://www.fourvenues.com/es/nextplan/events/ZBZ0,https://fourvenues.com/cdn-cgi/imagedelivery/kWuoTchaMsk7Xnc_FNem7A/dd982f47-8fe4-4619-469d-70db6b833600/w=1350,"No te pierdas TUESDAYS SLVJ x 511 en MADRID NO DESCANSA. Vive una noche épica este Mar, 21 jul en Madrid. Entradas limitadas y reservados VIP disponibles. ¡Compra aquí tus tickets oficiales!"
