Text,Date,Time,Instagram,TikTok,Facebook,Twitter,LinkedIn,Pinterest,YouTube,Picture Url 1,Instagram post type
🔥 ¡Esta noche reventamos Vandido (Calle de Goya 79)! Consigue tus entradas y reservados antes de que se agoten. 🍸🍾 #Vandido #MadridNoche #FiestaMadrid,20/08/2026,23:00,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,https://storage.googleapis.com/mingle-495e0.firebasestorage.app/vandido_prom1.MOV,REEL
