Date,Time,Text,Image/Video URL,Link,Pinterest board
20/08/2026,23:00,🔥 ¡Esta noche reventamos Vandido (Calle de Goya 79)! Consigue tus entradas y reservados antes de que se agoten. 🍸🍾 #Vandido #MadridNoche #FiestaMadrid,https://storage.googleapis.com/mingle-495e0.firebasestorage.app/vandido_prom1.MOV,https://www.fourvenues.com/es/nextplan/events/X1BV,Madrid Nightlife
